variant,date,slot,time_interval,issue_datetime,issue_hour,target_end,price_yuan_per_kwh,price_forecast_yuan_per_kwh,price_radius_yuan_per_kwh,price_optimization_yuan_per_kwh,load_actual_kw,pv_actual_kw,load_forecast_kw,pv_forecast_kw,risk_requirement_kw,plan_kwh,adjusted_purchase_kwh,adjustment_up_kwh,adjustment_down_kwh,charge_kwh,discharge_kwh,emergency_kwh,spill_kwh,soc_start_kwh,soc_end_kwh,plan_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,total_cost_yuan
4-3,2025-04-29,49,08:10-08:20,2025-04-29 06:00:00,6,2025-04-29 08:20:00,1.0336000000,1.0620609860,0.0667006157,1.1287616017,6552.4956000000,5583.2752000000,6545.5107421875,5389.1557666667,181.4896547396,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,161.5367333333,0.0000000000,0.0000000000,4984.2841088037,4804.7988495444,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-3,2025-04-29,50,08:20-08:30,2025-04-29 06:00:00,6,2025-04-29 08:30:00,1.0551000000,1.0046057609,0.0775853050,1.0821910659,6572.7500000000,5718.1125000000,6563.1313476562,5694.1451000000,130.1745129688,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,142.4395833333,0.0000000000,0.0000000000,4804.7988495444,4646.5326458407,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-3,2025-04-29,51,08:30-08:40,2025-04-29 06:00:00,6,2025-04-29 08:40:00,1.0553000000,1.0119795442,0.0800430722,1.0920226163,6520.2458000000,5734.6259000000,6522.9067382812,5999.1344333333,173.1566218229,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,130.9366500000,0.0000000000,0.0000000000,4646.5326458407,4501.0474791740,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-3,2025-04-29,52,08:40-08:50,2025-04-29 06:00:00,6,2025-04-29 08:50:00,1.0176000000,1.0029645645,0.0854657099,1.0884302744,6554.4244000000,6131.0620000000,6551.4204101562,6304.1237666667,228.6010345833,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,70.5604000000,0.0000000000,0.0000000000,4501.0474791740,4422.6470347296,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-3,2025-04-29,53,08:50-09:00,2025-04-29 06:00:00,6,2025-04-29 09:00:00,0.9598000000,0.9618859053,0.0855571067,1.0474430120,6672.6500000000,6841.3875000000,6569.7392578125,6609.1131000000,128.1418603125,0.0000000000,0.0000000000,0.0000000000,0.0000000000,28.1229166667,0.0000000000,0.0000000000,0.0000000000,4422.6470347296,4447.9576597296,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-3,2025-04-29,54,09:00-09:10,2025-04-29 06:00:00,6,2025-04-29 09:10:00,0.9123000000,0.9487615052,0.0758446113,1.0246061165,6659.2204000000,7283.7890000000,6535.0917968750,6811.0415000000,186.2609593750,0.0000000000,0.0000000000,0.0000000000,0.0000000000,104.0947666667,0.0000000000,0.0000000000,0.0000000000,4447.9576597296,4541.6429497296,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-3,2025-04-29,55,09:10-09:20,2025-04-29 06:00:00,6,2025-04-29 09:20:00,0.9169000000,0.9571039429,0.1026972418,1.0598011848,6577.4512000000,7515.3891000000,6490.7221679688,7012.9699000000,223.8877293750,0.0000000000,0.0000000000,0.0000000000,0.0000000000,156.3229833333,0.0000000000,0.0000000000,0.0000000000,4541.6429497296,4682.3336347296,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-3,2025-04-29,56,09:20-09:30,2025-04-29 06:00:00,6,2025-04-29 09:30:00,0.9523000000,0.9412043669,0.0820020450,1.0232064119,6547.2000000000,7620.3000000000,6474.8251953125,7214.8983000000,124.7146109375,0.0000000000,0.0000000000,0.0000000000,0.0000000000,178.8500000000,0.0000000000,0.0000000000,0.0000000000,4682.3336347296,4843.2986347296,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-3,2025-04-29,57,09:30-09:40,2025-04-29 06:00:00,6,2025-04-29 09:40:00,0.9460000000,0.8644199947,0.0993562139,0.9637762086,6618.1674000000,7620.0768000000,6467.9458007812,7416.8267000000,209.8552240104,0.0000000000,0.0000000000,0.0000000000,0.0000000000,166.9849000000,0.0000000000,0.0000000000,0.0000000000,4843.2986347296,4993.5850447296,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-3,2025-04-29,58,09:40-09:50,2025-04-29 06:00:00,6,2025-04-29 09:50:00,0.8875000000,0.8101223276,0.1047588346,0.9148811622,6631.8555000000,7824.1161000000,6482.1049804688,7618.7551000000,139.1066908333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,198.7101000000,0.0000000000,0.0000000000,0.0000000000,4993.5850447296,5172.4241347296,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-3,2025-04-29,59,09:50-10:00,2025-04-29 06:00:00,6,2025-04-29 10:00:00,0.8389000000,0.8210810791,0.1153076046,0.9363886838,6540.3100000000,8099.5875000000,6506.7875976562,7820.6835000000,191.0587857031,0.0000000000,0.0000000000,0.0000000000,0.0000000000,259.8795833333,0.0000000000,0.0000000000,0.0000000000,5172.4241347296,5406.3157597296,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-3,2025-04-29,60,10:00-10:10,2025-04-29 06:00:00,6,2025-04-29 10:10:00,0.8661000000,0.8577498895,0.0824705940,0.9402204835,6439.6822000000,8057.3166000000,6446.6616210938,7936.8831833333,193.3185009896,0.0000000000,0.0000000000,0.0000000000,0.0000000000,269.6057333333,0.0000000000,0.0000000000,0.0000000000,5406.3157597296,5648.9609197296,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-3,2025-04-29,61,10:10-10:20,2025-04-29 06:00:00,6,2025-04-29 10:20:00,0.8353000000,0.8398591827,0.0948441483,0.9347033310,6354.7132000000,8306.3959000000,6427.8105468750,8053.0828666667,243.4543882812,0.0000000000,0.0000000000,0.0000000000,0.0000000000,325.2804500000,0.0000000000,0.0000000000,0.0000000000,5648.9609197296,5941.7133247296,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-3,2025-04-29,62,10:20-10:30,2025-04-29 06:00:00,6,2025-04-29 10:30:00,0.7637000000,0.8170893809,0.0876902889,0.9047796698,6331.9900000000,8817.7875000000,6431.3862304688,8169.2825500000,296.2292042969,0.0000000000,0.0000000000,0.0000000000,0.0000000000,414.2995833333,0.0000000000,0.0000000000,0.0000000000,5941.7133247296,6314.5829497296,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-3,2025-04-29,63,10:30-10:40,2025-04-29 06:00:00,6,2025-04-29 10:40:00,0.7771000000,0.8765476902,0.1039347704,0.9804824606,6409.1684000000,8909.2325000000,6429.6196289062,8285.4822333333,334.5607052604,0.0000000000,0.0000000000,0.0000000000,0.0000000000,416.6773500000,0.0000000000,0.0000000000,0.0000000000,6314.5829497296,6689.5925647296,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-3,2025-04-29,64,10:40-10:50,2025-04-29 06:00:00,6,2025-04-29 10:50:00,0.6445000000,0.7212931008,0.1158539654,0.8371470662,6429.8894000000,8847.9760000000,6447.8618164062,8401.6819166667,291.3478898958,0.0000000000,0.0000000000,0.0000000000,0.0000000000,403.0144333333,0.0000000000,0.0000000000,0.0000000000,6689.5925647296,7052.3055547296,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-3,2025-04-29,65,10:50-11:00,2025-04-29 06:00:00,6,2025-04-29 11:00:00,0.4128000000,0.4214381726,0.1180260231,0.5394641957,6362.6700000000,8896.6875000000,6423.6235351562,8517.8816000000,309.4805981250,0.0000000000,0.0000000000,0.0000000000,0.0000000000,422.3362500000,0.0000000000,0.0000000000,0.0000000000,7052.3055547296,7432.4081797296,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-3,2025-04-29,66,11:00-11:10,2025-04-29 06:00:00,6,2025-04-29 11:10:00,0.3864000000,0.3767811778,0.1339916861,0.5107728640,6323.8071000000,8972.0663000000,6437.0952148438,8474.9601333333,349.8576845833,0.0000000000,0.0000000000,0.0000000000,0.0000000000,441.3765333333,0.0000000000,0.0000000000,0.0000000000,7432.4081797296,7829.6470597296,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-3,2025-04-29,67,11:10-11:20,2025-04-29 06:00:00,6,2025-04-29 11:20:00,0.4297000000,0.4482793162,0.1354306051,0.5837099213,6324.8368000000,8648.5823000000,6467.4921875000,8432.0386666667,289.2965657292,0.0000000000,0.0000000000,0.0000000000,0.0000000000,387.2909166667,0.0000000000,0.0000000000,0.0000000000,7829.6470597296,8178.2088847296,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-3,2025-04-29,68,11:20-11:30,2025-04-29 06:00:00,6,2025-04-29 11:30:00,0.4458000000,0.4678772855,0.1167681285,0.5846454140,6336.9800000000,8204.5125000000,6434.1967773438,8389.1172000000,388.1936979687,0.0000000000,0.0000000000,0.0000000000,0.0000000000,311.2554166667,0.0000000000,0.0000000000,0.0000000000,8178.2088847296,8458.3387597296,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-3,2025-04-29,69,11:30-11:40,2025-04-29 06:00:00,6,2025-04-29 11:40:00,0.4706000000,0.4140197822,0.1013093312,0.5153291134,6320.6473000000,8361.2315000000,6409.4091796875,8346.1957333333,424.8563043750,0.0000000000,0.0000000000,0.0000000000,0.0000000000,340.0973666667,0.0000000000,0.0000000000,0.0000000000,8458.3387597296,8764.4263897296,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-3,2025-04-29,70,11:40-11:50,2025-04-29 06:00:00,6,2025-04-29 11:50:00,0.4622000000,0.4021604298,0.1087291579,0.5108895877,6241.5542000000,8499.9938000000,6168.9257812500,8303.2742666667,330.3442990625,0.0000000000,0.0000000000,0.0000000000,0.0000000000,376.4066000000,0.0000000000,0.0000000000,0.0000000000,8764.4263897296,9103.1923297296,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-3,2025-04-29,71,11:50-12:00,2025-04-29 06:00:00,6,2025-04-29 12:00:00,0.4227000000,0.4335921361,0.1270978376,0.5606899737,6059.7700000000,8429.1750000000,5989.1259765625,8260.3528000000,241.9364576563,0.0000000000,0.0000000000,0.0000000000,0.0000000000,394.9008333333,0.0000000000,0.0000000000,0.0000000000,9103.1923297296,9458.6030797296,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-3,2025-04-29,72,12:00-12:10,2025-04-29 12:00:00,12,2025-04-29 12:10:00,0.4022000000,0.4085864397,0.0727197146,0.4813061544,5821.9763000000,8582.3539000000,5952.0600585938,8476.2172833333,128.8883033854,653.9912951910,653.9912951910,0.0000000000,0.0000000000,833.3333333333,0.0000000000,0.0000000000,280.7208951910,9458.6030797296,10208.6030797296,263.0352989258,0.0000000000,0.0000000000,263.0352989258
4-3,2025-04-29,73,12:10-12:20,2025-04-29 12:00:00,12,2025-04-29 12:20:00,0.3817000000,0.4020982327,0.0860087448,0.4881069775,5919.8085000000,8811.8769000000,6024.1694335938,8523.2595666667,165.2778258073,683.9978953646,683.9978953646,0.0000000000,0.0000000000,657.1076891893,0.0000000000,0.0000000000,508.9016061753,10208.6030797296,10800.0000000000,261.0819966607,0.0000000000,0.0000000000,261.0819966607
4-3,2025-04-29,74,12:20-12:30,2025-04-29 12:00:00,12,2025-04-29 12:30:00,0.3378000000,0.4144626381,0.1247981562,0.5392607943,6150.5100000000,8842.1250000000,5859.0654296875,8570.3018500000,213.3726574219,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,448.6025000000,10800.0000000000,10800.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-3,2025-04-29,75,12:30-12:40,2025-04-29 12:00:00,12,2025-04-29 12:40:00,0.3089000000,0.3938153964,0.1031375350,0.4969529314,5945.8261000000,8583.6295000000,5780.2617187500,8617.3441333333,243.0998726562,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,439.6339000000,10800.0000000000,10800.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-3,2025-04-29,76,12:40-12:50,2025-04-29 12:00:00,12,2025-04-29 12:50:00,0.5081000000,0.5622976046,0.0978748454,0.6601724500,5960.0012000000,8560.2311000000,6000.2236328125,8664.3864166667,130.4335522396,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,433.3716500000,10800.0000000000,10800.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-3,2025-04-29,77,12:50-13:00,2025-04-29 12:00:00,12,2025-04-29 13:00:00,0.7993000000,0.8237610733,0.1122808019,0.9360418752,6288.0800000000,8810.8875000000,6339.4179687500,8711.4287000000,200.9800585938,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,420.4679166667,10800.0000000000,10800.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-3,2025-04-29,78,13:00-13:10,2025-04-29 12:00:00,12,2025-04-29 13:10:00,0.8104000000,0.8330593982,0.0995797574,0.9326391556,6335.2548000000,8823.6026000000,6365.6699218750,8576.9804000000,262.2841416667,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,414.7246333333,10800.0000000000,10800.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-3,2025-04-29,79,13:10-13:20,2025-04-29 12:00:00,12,2025-04-29 13:20:00,0.7828000000,0.7906140312,0.1091467580,0.8997607891,6231.1134000000,8448.1542000000,6235.9013671875,8442.5321000000,267.8929320833,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,369.5068000000,10800.0000000000,10800.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-3,2025-04-29,80,13:20-13:30,2025-04-29 12:00:00,12,2025-04-29 13:30:00,0.8491000000,0.8323589238,0.1080286474,0.9403875712,6172.6700000000,7947.6375000000,6215.1235351562,8308.0838000000,309.2388112500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,295.8279166667,10800.0000000000,10800.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-3,2025-04-29,81,13:30-13:40,2025-04-29 12:00:00,12,2025-04-29 13:40:00,0.8909000000,0.8907690983,0.0923230346,0.9830921328,6203.9783000000,7777.4193000000,6243.1186523438,8173.6355000000,227.2107548437,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,262.2401666667,10800.0000000000,10800.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-3,2025-04-29,82,13:40-13:50,2025-04-29 12:00:00,12,2025-04-29 13:50:00,0.8575000000,0.9097963620,0.0954171696,1.0052135316,6252.1925000000,7892.2799000000,6179.3784179688,8039.1872000000,235.1477514063,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,273.3479000000,10800.0000000000,10800.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-3,2025-04-29,83,13:50-14:00,2025-04-29 12:00:00,12,2025-04-29 14:00:00,0.8141000000,0.9138300216,0.0890765520,1.0029065736,6260.0400000000,7976.9625000000,6162.9086914062,7904.7389000000,118.8824451562,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,286.1537500000,10800.0000000000,10800.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-3,2025-04-29,84,14:00-14:10,2025-04-29 12:00:00,12,2025-04-29 14:10:00,0.8663000000,0.9597700976,0.0956264428,1.0553965404,6210.6004000000,7699.0420000000,6194.2202148438,7557.4950500000,232.8116426042,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,248.0736000000,10800.0000000000,10800.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-3,2025-04-29,85,14:10-14:20,2025-04-29 12:00:00,12,2025-04-29 14:20:00,0.9031000000,0.9401791100,0.0759517568,1.0161308668,6082.0755000000,7221.6345000000,6208.7919921875,7210.2512000000,308.7729027083,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,189.9265000000,10800.0000000000,10800.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-3,2025-04-29,86,14:20-14:30,2025-04-29 12:00:00,12,2025-04-29 14:30:00,0.9188000000,0.9050213638,0.0777742784,0.9827956422,6021.2500000000,6799.9125000000,6228.2587890625,6863.0073500000,380.1364310937,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,129.7770833333,10800.0000000000,10800.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-3,2025-04-29,87,14:30-14:40,2025-04-29 12:00:00,12,2025-04-29 14:40:00,0.9870000000,0.9889700920,0.0925083574,1.0814784494,6213.6350000000,6561.9376000000,6189.6972656250,6515.7635000000,217.6088369271,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,58.0504333333,10800.0000000000,10800.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-3,2025-04-29,88,14:40-14:50,2025-04-29 12:00:00,12,2025-04-29 14:50:00,0.8730000000,0.8871503131,0.0887026579,0.9758529710,6333.6764000000,6272.7626000000,6174.1147460938,6168.5196500000,161.9860536458,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,10.1523000000,0.0000000000,0.0000000000,10800.0000000000,10788.7196666667,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-3,2025-04-29,89,14:50-15:00,2025-04-29 12:00:00,12,2025-04-29 15:00:00,0.6487000000,0.6384316876,0.0607662172,0.6991979048,6270.8800000000,5877.8250000000,6136.9321289062,5821.2758000000,208.9332720312,151.2901284375,151.2901284375,0.0000000000,0.0000000000,12.5337037037,0.0000000000,0.0000000000,73.2472580671,10788.7196666667,10800.0000000000,98.1419063174,0.0000000000,0.0000000000,98.1419063174
4-3,2025-04-29,90,15:00-15:10,2025-04-29 12:00:00,12,2025-04-29 15:10:00,0.6510000000,0.6131553044,0.0523124226,0.6654677270,6214.9896000000,5539.8719000000,6176.8027343750,5507.8572000000,197.5290019271,473.1313554636,473.1313554636,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,360.6117387969,10800.0000000000,10800.0000000000,308.0085124068,0.0000000000,0.0000000000,308.0085124068
4-3,2025-04-29,91,15:10-15:20,2025-04-29 12:00:00,12,2025-04-29 15:20:00,0.7423000000,0.6900586802,0.0769764662,0.7670351464,6180.2835000000,5209.5310000000,6205.9291992188,5194.4386000000,250.1321886979,236.6240691667,236.6240691667,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,74.8319858333,10800.0000000000,10800.0000000000,175.6460465424,0.0000000000,0.0000000000,175.6460465424
4-3,2025-04-29,92,15:20-15:30,2025-04-29 12:00:00,12,2025-04-29 15:30:00,0.7918000000,0.7326757601,0.1090827840,0.8417585441,6187.3700000000,4820.5875000000,6206.6411132812,4881.0200000000,207.5480793750,264.1023187500,264.1023187500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,36.3052354167,10800.0000000000,10800.0000000000,209.1162159862,0.0000000000,0.0000000000,209.1162159862
4-3,2025-04-29,93,15:30-15:40,2025-04-29 12:00:00,12,2025-04-29 15:40:00,0.8022000000,0.7323976313,0.0933463396,0.8257439709,6259.7812000000,4397.8692000000,6137.1440429688,4567.6014000000,175.1065857813,271.5908268403,290.7748714583,19.1840446181,0.0000000000,0.0000000000,19.5437952083,0.0000000000,0.0000000000,10800.0000000000,10778.2846719907,217.8701612913,23.0841608889,0.0000000000,240.9543221802
4-3,2025-04-29,94,15:40-15:50,2025-04-29 12:00:00,12,2025-04-29 15:50:00,0.7889000000,0.7392564523,0.0683313879,0.8075878402,6226.3903000000,4159.0067000000,6142.0859375000,4254.1828000000,191.2296970833,300.8856657205,346.5221390972,45.6364733767,0.0000000000,1.9582057639,0.0000000000,0.0000000000,0.0000000000,10778.2846719907,10780.0470571782,237.3687016869,54.0039207704,0.0000000000,291.3726224573
4-3,2025-04-29,95,15:50-16:00,2025-04-29 12:00:00,12,2025-04-29 16:00:00,0.7740000000,0.7589915238,0.0682383859,0.8272299098,6084.8300000000,4034.5875000000,6126.9487304688,3940.7642000000,154.0008001563,327.1462525781,390.0308884375,62.8846358594,0.0000000000,22.1699364686,0.0000000000,0.0000000000,26.1538686355,10780.0470571782,10800.0000000000,253.2111994955,73.0090622327,0.0000000000,326.2202617282
4-3,2025-04-29,96,16:00-16:10,2025-04-29 12:00:00,12,2025-04-29 16:10:00,0.7776000000,0.7564939320,0.0603666389,0.8168605709,6026.1560000000,3716.7699000000,6115.2329101562,3673.7845166667,233.1687317187,377.8144477778,445.7695208681,67.9550730903,0.0000000000,0.0000000000,0.0000000000,0.0000000000,60.8718375347,10800.0000000000,10800.0000000000,293.7885145920,79.2627972525,0.0000000000,373.0513118445
4-3,2025-04-29,97,16:10-16:20,2025-04-29 12:00:00,12,2025-04-29 16:20:00,0.7941000000,0.7629529768,0.0893669807,0.8523199575,6133.6356000000,3283.6538000000,6123.1699218750,3406.8048333333,249.2731008333,427.1257527995,494.2730315625,67.1472787630,0.0000000000,0.0000000000,0.0000000000,0.0000000000,19.2760648958,10800.0000000000,10800.0000000000,339.1805602981,79.9824810986,0.0000000000,419.1630413966
4-3,2025-04-29,98,16:20-16:30,2025-04-29 12:00:00,12,2025-04-29 16:30:00,0.8347000000,0.7936383148,0.0724383374,0.8660766522,6247.1100000000,2922.7125000000,6080.0644531250,3139.8251500000,168.3376465625,459.1696702865,518.0961582812,58.9264879948,0.0000000000,0.0000000000,35.9700917187,0.0000000000,0.0000000000,10800.0000000000,10760.0332314236,383.2689237881,73.7789092939,0.0000000000,457.0478330820
4-3,2025-04-29,99,16:30-16:40,2025-04-29 12:00:00,12,2025-04-29 16:40:00,0.9066000000,0.8308624597,0.0429790530,0.8738415127,6123.7445000000,2758.1462000000,6087.9990234375,2872.8454666667,154.3912344792,514.1994789063,561.5907985417,47.3913196354,0.0000000000,0.6577485417,0.0000000000,0.0000000000,0.0000000000,10760.0332314236,10760.6252051111,466.1732475764,64.4474555722,0.0000000000,530.6207031486
4-3,2025-04-29,100,16:40-16:50,2025-04-29 12:00:00,12,2025-04-29 16:50:00,0.9153000000,0.8573807817,0.0717598129,0.9291405947,6033.3708000000,2628.9980000000,6092.1396484375,2605.8657833333,120.8457184375,554.8409189497,601.1865972569,46.3456783073,0.0000000000,33.7911305903,0.0000000000,0.0000000000,0.0000000000,10760.6252051111,10791.0372226424,507.8458931146,63.6302990320,0.0000000000,571.4761921466
4-3,2025-04-29,101,16:50-17:00,2025-04-29 12:00:00,12,2025-04-29 17:00:00,0.8788000000,0.8812093649,0.0639205985,0.9451299634,6081.4400000000,2411.4750000000,6122.4628906250,2338.8861000000,151.3859932812,601.7159773177,655.8271306510,54.1111533333,0.0000000000,9.9586415085,0.0000000000,0.0000000000,34.2076558092,10791.0372226424,10800.0000000000,528.7880008668,71.3293223240,0.0000000000,600.1173231908
4-3,2025-04-29,102,17:00-17:10,2025-04-29 12:00:00,12,2025-04-29 17:10:00,0.9105000000,0.9225875076,0.0533539557,0.9759414632,6094.2952000000,2108.8341000000,6102.1645507812,2071.8679833333,151.1322896875,651.2004758507,696.9048095226,45.7043336719,0.0000000000,0.0000000000,0.0000000000,0.0000000000,32.6612928559,10800.0000000000,10800.0000000000,592.9180332621,62.4206937124,0.0000000000,655.3387269744
4-3,2025-04-29,103,17:10-17:20,2025-04-29 12:00:00,12,2025-04-29 17:20:00,0.9523000000,0.9548045074,0.0510106977,1.0058152051,5973.3624000000,1795.6393000000,6056.9179687500,1804.8498666667,146.9107313542,697.3383916493,733.1631389062,35.8247472569,0.0000000000,0.0000000000,0.0000000000,0.0000000000,36.8759555729,10800.0000000000,10800.0000000000,664.0753503676,51.1738602192,0.0000000000,715.2492105868
4-3,2025-04-29,104,17:20-17:30,2025-04-29 12:00:00,12,2025-04-29 17:30:00,0.9643000000,0.9697353761,0.0656646862,1.0354000623,5913.1600000000,1502.2500000000,6108.1186523438,1537.8317500000,187.5089288281,775.1561799479,792.9659718620,17.8097919141,0.0000000000,0.0000000000,0.0000000000,0.0000000000,57.8143051953,10800.0000000000,10800.0000000000,747.4831043238,25.7609735141,0.0000000000,773.2440778379
4-3,2025-04-29,105,17:30-17:40,2025-04-29 12:00:00,12,2025-04-29 17:40:00,0.9811000000,0.9964336966,0.0664519713,1.0628856679,6059.3818000000,1209.9581000000,6211.6411132812,1270.8136333333,179.2379936458,826.2654713108,853.3442455990,27.0787742882,0.0000000000,0.0000000000,0.0000000000,0.0000000000,45.1069622656,10800.0000000000,10800.0000000000,810.6490539030,39.8504781812,0.0000000000,850.4995320842
4-3,2025-04-29,106,17:40-17:50,2025-04-29 12:00:00,12,2025-04-29 17:50:00,1.0780000000,1.0874191228,0.0568470197,1.1442661425,5355.4843000000,945.4029000000,5522.5063476562,1003.7955166667,187.1509647656,760.1147064236,784.3102992925,24.1955928689,0.0000000000,0.0000000000,0.0000000000,0.0000000000,49.2967326259,10800.0000000000,10800.0000000000,819.4036535247,39.1242736690,0.0000000000,858.5279271937
4-3,2025-04-29,107,17:50-18:00,2025-04-29 12:00:00,12,2025-04-29 18:00:00,1.2086000000,1.2011077370,0.0631969591,1.2643046960,4201.8500000000,707.8125000000,4256.7451171875,736.7774000000,139.6817815625,596.4494465104,609.9415831250,13.4921366146,0.0000000000,0.0000000000,0.0000000000,0.0000000000,27.6019997917,10800.0000000000,10800.0000000000,720.8688010525,24.4598944686,0.0000000000,745.3286955211
4-3,2025-04-29,108,18:00-18:10,2025-04-29 18:00:00,18,2025-04-29 18:10:00,1.2403000000,1.2389178605,0.0426119875,1.2815298480,4146.7114000000,468.3143000000,4016.1286621094,589.8437500000,289.0499661719,601.8913838932,619.2224797135,17.3310958203,0.0000000000,0.0000000000,0.0000000000,0.0000000000,6.1562963802,10800.0000000000,10800.0000000000,746.5258834428,32.2436372189,0.0000000000,778.7695206617
4-3,2025-04-29,109,18:10-18:20,2025-04-29 18:00:00,18,2025-04-29 18:20:00,1.2199000000,1.2731314096,0.0455604181,1.3186918278,4331.7699000000,243.9430000000,4311.6547851562,471.8750000000,318.5124321875,70.6378755035,99.8652460026,29.2273704991,0.0000000000,0.0000000000,581.4392373307,0.0000000000,0.0000000000,10800.0000000000,10153.9564029659,86.1711443267,53.4817039078,0.0000000000,139.6528482345
4-3,2025-04-29,110,18:20-18:30,2025-04-29 18:00:00,18,2025-04-29 18:30:00,1.2142000000,1.3169723762,0.0860586757,1.4030310519,4277.0900000000,78.3000000000,4329.0981445312,353.9062500000,413.2969863281,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,699.7983333333,0.0000000000,0.0000000000,10153.9564029659,9376.4026992622,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-3,2025-04-29,111,18:30-18:40,2025-04-29 18:00:00,18,2025-04-29 18:40:00,1.2462000000,1.3078711491,0.0614119249,1.3692830740,4343.2133000000,9.6728000000,4316.8295898438,235.9375000000,238.1222247656,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,722.2567500000,0.0000000000,0.0000000000,9376.4026992622,8573.8951992622,0.0000000000,0.0000000000,0.0000000000,0.0000000000
