variant,date,slot,time_interval,issue_datetime,issue_hour,target_end,price_yuan_per_kwh,price_forecast_yuan_per_kwh,price_radius_yuan_per_kwh,price_optimization_yuan_per_kwh,load_actual_kw,pv_actual_kw,load_forecast_kw,pv_forecast_kw,risk_requirement_kw,plan_kwh,adjusted_purchase_kwh,adjustment_up_kwh,adjustment_down_kwh,charge_kwh,discharge_kwh,emergency_kwh,spill_kwh,soc_start_kwh,soc_end_kwh,plan_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,total_cost_yuan
4-2,2025-02-23,79,13:10-13:20,2025-02-23 00:00:00,0,2025-02-23 13:20:00,0.9574000000,0.9862500000,0.0538500000,1.0401000000,6414.1273000000,6920.5800000000,6378.6655273438,6695.4077262281,2155.6190000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,18.9034020856,0.0000000000,0.0000000000,65.5053812478,10782.9869381230,10800.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-2,2025-02-23,80,13:20-13:30,2025-02-23 00:00:00,0,2025-02-23 13:30:00,0.9219000000,0.9469875000,0.0736825000,1.0206700000,6301.9400000000,6895.4250000000,6403.2773437500,6579.3212656055,1884.6325000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,98.9141666667,10800.0000000000,10800.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-2,2025-02-23,81,13:30-13:40,2025-02-23 00:00:00,0,2025-02-23 13:40:00,0.9360000000,0.9874910714,0.0931310714,1.0806221429,6297.8948000000,6506.5964000000,6424.5078125000,6510.3901760852,2267.2775000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,34.7836000000,10800.0000000000,10800.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-2,2025-02-23,82,13:40-13:50,2025-02-23 00:00:00,0,2025-02-23 13:50:00,0.9722000000,0.9742678571,0.0936721429,1.0679400000,6360.4377000000,6070.0792000000,6374.1972656250,6362.9753221471,2314.6547666667,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,48.3930833333,0.0000000000,0.0000000000,10800.0000000000,10746.2299074074,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-2,2025-02-23,83,13:50-14:00,2025-02-23 00:00:00,0,2025-02-23 14:00:00,1.0069000000,0.9080107143,0.1694257143,1.0774364286,6387.4000000000,5874.6375000000,6367.2294921875,6148.7783471527,2205.3933333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,85.4604166667,0.0000000000,0.0000000000,10746.2299074074,10651.2738888889,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-2,2025-02-23,84,14:00-14:10,2025-02-23 00:00:00,0,2025-02-23 14:10:00,1.0349000000,0.9244392857,0.1626457143,1.0870850000,6302.6409000000,5923.2863000000,6379.6533203125,5995.3603675086,2204.3374333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,63.2257666667,0.0000000000,0.0000000000,10651.2738888889,10581.0230370370,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-2,2025-02-23,85,14:10-14:20,2025-02-23 00:00:00,0,2025-02-23 14:20:00,1.0005000000,0.9521982143,0.1515792857,1.1037775000,6157.6904000000,5942.4513000000,6289.7172851562,5784.1320928436,2234.3282666667,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,35.8731833333,0.0000000000,0.0000000000,10581.0230370370,10541.1639444444,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-2,2025-02-23,86,14:20-14:30,2025-02-23 00:00:00,0,2025-02-23 14:30:00,0.9662000000,0.9590196429,0.1577346429,1.1167542857,6078.2300000000,5794.0500000000,6304.0922851562,5499.6837749340,2260.1066666667,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,47.3633333333,0.0000000000,0.0000000000,10541.1639444444,10488.5380185185,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-2,2025-02-23,87,14:30-14:40,2025-02-23 00:00:00,0,2025-02-23 14:40:00,1.0314000000,0.9709660714,0.1740560714,1.1450221429,6170.6557000000,5529.0012000000,6380.6884765625,5255.9439532534,2338.2080666667,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,106.9424166667,0.0000000000,0.0000000000,10488.5380185185,10369.7131111111,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4-2,2025-02-23,88,14:40-14:50,2025-02-23 00:00:00,0,2025-02-23 14:50:00,0.9365000000,0.8845142857,0.1398442857,1.0243585714,6298.4012000000,5150.5796000000,6353.5141601562,4983.9380022435,2242.3170000000,114.8687498799,114.8687498799,0.0000000000,0.0000000000,0.0000000000,76.4348501201,0.0000000000,0.0000000000,10369.7131111111,10284.7854998665,107.5745842625,0.0000000000,0.0000000000,107.5745842625
4-2,2025-02-23,89,14:50-15:00,2025-02-23 00:00:00,0,2025-02-23 15:00:00,0.7187000000,0.7534750000,0.0828950000,0.8363700000,6329.1500000000,4772.7000000000,6181.6064453125,4668.0963166036,2289.3200000000,252.2516881181,252.2516881181,0.0000000000,0.0000000000,0.0000000000,7.1566452152,0.0000000000,0.0000000000,10284.7854998665,10276.8336718497,181.2932882505,0.0000000000,0.0000000000,181.2932882505
4-2,2025-02-23,90,15:00-15:10,2025-02-23 00:00:00,0,2025-02-23 15:10:00,0.7012000000,0.7526589286,0.0754435714,0.8281025000,6241.1276000000,4530.1324000000,6314.6396484375,4384.9699982585,1899.5643333333,1154.9449416965,1154.9449416965,0.0000000000,0.0000000000,581.2959201670,0.0000000000,0.0000000000,288.4831548628,10276.8336718497,10800.0000000000,809.8473931176,0.0000000000,0.0000000000,809.8473931176
4-2,2025-02-23,91,15:10-15:20,2025-02-23 00:00:00,0,2025-02-23 15:20:00,0.8030000000,0.7829464286,0.0674135714,0.8503600000,6187.7879000000,4160.6463000000,6273.1049804688,4120.8391928483,1598.5091000000,358.7109646034,358.7109646034,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,20.8540312701,10800.0000000000,10800.0000000000,288.0449045765,0.0000000000,0.0000000000,288.0449045765
4-2,2025-02-23,92,15:20-15:30,2025-02-23 00:00:00,0,2025-02-23 15:30:00,0.8809000000,0.7920857143,0.0719842857,0.8640700000,6249.0800000000,3726.3000000000,6265.8500976562,3839.6767190191,1730.7350000000,404.3622297729,404.3622297729,0.0000000000,0.0000000000,0.0000000000,16.1011035605,0.0000000000,0.0000000000,10800.0000000000,10782.1098849328,356.2026882069,0.0000000000,0.0000000000,356.2026882069
4-2,2025-02-23,93,15:30-15:40,2025-02-23 00:00:00,0,2025-02-23 15:40:00,0.8704000000,0.8273392857,0.0754942857,0.9028335714,6335.1972000000,3548.0906000000,6232.5571289062,3517.8840857209,1847.0584666667,452.4455071976,452.4455071976,0.0000000000,0.0000000000,0.0000000000,12.0722594691,0.0000000000,0.0000000000,10782.1098849328,10768.6962633005,393.8085694648,0.0000000000,0.0000000000,393.8085694648
4-2,2025-02-23,94,15:40-15:50,2025-02-23 00:00:00,0,2025-02-23 15:50:00,0.8451000000,0.8647446429,0.0736046429,0.9383492857,6168.1656000000,3303.0016000000,6227.2841796875,3182.9587330893,1911.7661000000,507.3875744330,507.3875744330,0.0000000000,0.0000000000,29.8602410997,0.0000000000,0.0000000000,0.0000000000,10768.6962633005,10795.5704802902,428.7932391534,0.0000000000,0.0000000000,428.7932391534
4-2,2025-02-23,95,15:50-16:00,2025-02-23 00:00:00,0,2025-02-23 16:00:00,0.8586000000,0.8974732143,0.0735457143,0.9710189286,5981.2400000000,2954.4000000000,6257.6679687500,2846.6563717386,1900.0283333333,568.5019328352,568.5019328352,0.0000000000,0.0000000000,4.9216885664,0.0000000000,0.0000000000,59.1069109355,10795.5704802902,10800.0000000000,488.1157595323,0.0000000000,0.0000000000,488.1157595323
4-2,2025-02-23,96,16:00-16:10,2025-02-23 00:00:00,0,2025-02-23 16:10:00,0.8980000000,0.9375642857,0.0823342857,1.0198985714,6256.3378000000,2778.7688000000,6243.7622070312,2498.5446816671,1758.7996666667,624.2029208940,624.2029208940,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,44.6080875607,10800.0000000000,10800.0000000000,560.5342229628,0.0000000000,0.0000000000,560.5342229628
4-2,2025-02-23,97,16:10-16:20,2025-02-23 00:00:00,0,2025-02-23 16:20:00,0.9080000000,0.9317464286,0.0625035714,0.9942500000,6281.8394000000,2511.4884000000,6107.1953125000,2151.4006746257,1714.4891333333,659.2991063124,659.2991063124,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,30.9072729790,10800.0000000000,10800.0000000000,598.6435885316,0.0000000000,0.0000000000,598.6435885316
4-2,2025-02-23,98,16:20-16:30,2025-02-23 00:00:00,0,2025-02-23 16:30:00,0.9171000000,0.9117946429,0.0643721429,0.9761667857,5946.3300000000,2081.1375000000,6051.3681640625,1807.7200357708,1817.2183333333,707.2746880486,707.2746880486,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,63.0759380486,10800.0000000000,10800.0000000000,648.6416164094,0.0000000000,0.0000000000,648.6416164094
4-2,2025-02-23,99,16:30-16:40,2025-02-23 00:00:00,0,2025-02-23 16:40:00,0.9989000000,0.9682678571,0.0585171429,1.0267850000,5875.5449000000,1697.2468000000,6083.1088867188,1455.2281596869,1899.0090333333,771.3134545053,771.3134545053,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,74.9304378386,10800.0000000000,10800.0000000000,770.4650097054,0.0000000000,0.0000000000,770.4650097054
4-2,2025-02-23,100,16:40-16:50,2025-02-23 00:00:00,0,2025-02-23 16:50:00,1.0399000000,1.0240642857,0.0630692857,1.0871335714,6024.1489000000,1360.0797000000,6016.2031250000,1111.2994494532,1914.6074000000,817.4839459245,817.4839459245,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,40.1390792578,10800.0000000000,10800.0000000000,850.1015553669,0.0000000000,0.0000000000,850.1015553669
4-2,2025-02-23,101,16:50-17:00,2025-02-23 00:00:00,0,2025-02-23 17:00:00,1.0323000000,1.0441571429,0.0628621429,1.1070192857,6150.2100000000,1029.6375000000,6049.0698242188,793.2353947707,1990.6600000000,875.9724049080,875.9724049080,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,22.5436549080,10800.0000000000,10800.0000000000,904.2663135865,0.0000000000,0.0000000000,904.2663135865
4-2,2025-02-23,102,17:00-17:10,2025-02-23 00:00:00,0,2025-02-23 17:10:00,1.0804000000,1.0668875000,0.0700300000,1.1369175000,6086.4439000000,687.9566000000,6040.4794921875,506.5581100843,2256.9938000000,922.3202303505,922.3202303505,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,22.5723470172,10800.0000000000,10800.0000000000,996.4747768707,0.0000000000,0.0000000000,996.4747768707
4-2,2025-02-23,103,17:10-17:20,2025-02-23 00:00:00,0,2025-02-23 17:20:00,1.1229000000,1.0846339286,0.0591035714,1.1437375000,6033.1703000000,345.2263000000,6048.1420898438,256.5054139928,2325.0335666667,965.2727793085,965.2727793085,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,17.2821126418,10800.0000000000,10800.0000000000,1083.9048038855,0.0000000000,0.0000000000,1083.9048038855
4-2,2025-02-23,104,17:20-17:30,2025-02-23 00:00:00,0,2025-02-23 17:30:00,1.1079000000,1.0903946429,0.0489503571,1.1393450000,6134.0600000000,84.1500000000,6012.6191406250,83.7233524266,2272.4466666667,988.1492980331,988.1492980331,0.0000000000,0.0000000000,0.0000000000,20.1690353003,0.0000000000,0.0000000000,10800.0000000000,10777.5899607775,1094.7706072908,0.0000000000,0.0000000000,1094.7706072908
4-2,2025-02-23,105,17:30-17:40,2025-02-23 00:00:00,0,2025-02-23 17:40:00,1.0676000000,1.0995160714,0.0581860714,1.1577021429,6204.4026000000,2.6492000000,6126.3896484375,0.0000000000,2440.0884000000,1021.0649414062,1021.0649414062,0.0000000000,0.0000000000,0.0000000000,12.5606252604,0.0000000000,0.0000000000,10777.5899607775,10763.6337104881,1090.0889314453,0.0000000000,0.0000000000,1090.0889314453
4-2,2025-02-23,106,17:40-17:50,2025-02-23 00:00:00,0,2025-02-23 17:50:00,1.1529000000,1.1586892857,0.0474907143,1.2061800000,5407.3010000000,0.1850000000,5621.2812500000,38.5879427504,2016.2228666667,930.4488845416,930.4488845416,0.0000000000,0.0000000000,29.2628845416,0.0000000000,0.0000000000,0.0000000000,10763.6337104881,10789.9703065756,1072.7145189880,0.0000000000,0.0000000000,1072.7145189880
4-2,2025-02-23,107,17:50-18:00,2025-02-23 00:00:00,0,2025-02-23 18:00:00,1.3018000000,1.2351000000,0.0600250000,1.2951250000,4253.0600000000,0.0000000000,4285.4033203125,0.0000000000,1176.1733333333,714.2338867188,714.2338867188,0.0000000000,0.0000000000,5.3905533854,0.0000000000,0.0000000000,0.0000000000,10789.9703065756,10794.8218046224,929.7896737305,0.0000000000,0.0000000000,929.7896737305
4-2,2025-02-23,108,18:00-18:10,2025-02-23 00:00:00,0,2025-02-23 18:10:00,1.2971000000,1.2445392857,0.0639557143,1.3084950000,4185.6462000000,0.0000000000,4161.0776367188,0.0000000000,1016.9893333333,29.6778283420,29.6778283420,0.0000000000,0.0000000000,0.0000000000,667.9298716580,0.0000000000,0.0000000000,10794.8218046224,10052.6775027802,38.4951111424,0.0000000000,0.0000000000,38.4951111424
4-2,2025-02-23,109,18:10-18:20,2025-02-23 00:00:00,0,2025-02-23 18:20:00,1.2645000000,1.2436875000,0.0584175000,1.3021050000,4386.8744000000,0.0133000000,4366.3442382812,0.0000000000,1192.3150666667,727.7240397135,727.7240397135,0.0000000000,0.0000000000,0.0000000000,3.4194769531,0.0000000000,0.0000000000,10052.6775027802,10048.8780839434,920.2070482178,0.0000000000,0.0000000000,920.2070482178
4-2,2025-02-23,110,18:20-18:30,2025-02-23 00:00:00,0,2025-02-23 18:30:00,1.2898000000,1.2471250000,0.0711650000,1.3182900000,4313.1000000000,0.0000000000,4273.8491210938,0.0000000000,1203.3833333333,79.5387424045,79.5387424045,0.0000000000,0.0000000000,0.0000000000,639.3112575955,0.0000000000,0.0000000000,10048.8780839434,9338.5322421707,102.5890699533,0.0000000000,0.0000000000,102.5890699533
4-2,2025-02-23,111,18:30-18:40,2025-02-23 00:00:00,0,2025-02-23 18:40:00,1.3246000000,1.2155482143,0.0667267857,1.2822750000,4238.6829000000,0.0000000000,4285.2954101562,0.0000000000,950.5683666667,714.2159016927,714.2159016927,0.0000000000,0.0000000000,7.7687516927,0.0000000000,0.0000000000,0.0000000000,9338.5322421707,9345.5241186941,946.0503833822,0.0000000000,0.0000000000,946.0503833822
4-2,2025-02-23,112,18:40-18:50,2025-02-23 00:00:00,0,2025-02-23 18:50:00,1.2981000000,1.2054267857,0.0597932143,1.2652200000,4275.9401000000,0.0000000000,4284.0556640625,0.0000000000,1003.0414666667,714.0092773438,714.0092773438,0.0000000000,0.0000000000,1.3525940104,0.0000000000,0.0000000000,0.0000000000,9345.5241186941,9346.7414533035,926.8554429199,0.0000000000,0.0000000000,926.8554429199
4-2,2025-02-23,113,18:50-19:00,2025-02-23 00:00:00,0,2025-02-23 19:00:00,1.2316000000,1.2352142857,0.1766692857,1.4118835714,4318.1100000000,0.0000000000,4279.4311523438,0.0000000000,1264.7200000000,90.6918587240,90.6918587240,0.0000000000,0.0000000000,0.0000000000,628.9931412760,0.0000000000,0.0000000000,9346.7414533035,8647.8601852190,111.6960932044,0.0000000000,0.0000000000,111.6960932044
4-2,2025-02-23,114,19:00-19:10,2025-02-23 00:00:00,0,2025-02-23 19:10:00,1.2209000000,1.2588857143,0.1748542857,1.4337400000,4208.4311000000,0.0000000000,4339.7988281250,0.0000000000,1079.0658666667,69.8107824653,69.8107824653,0.0000000000,0.0000000000,0.0000000000,631.5944008681,0.0000000000,0.0000000000,8647.8601852190,7946.0886286989,85.2319843119,0.0000000000,0.0000000000,85.2319843119
4-2,2025-02-23,115,19:10-19:20,2025-02-23 00:00:00,0,2025-02-23 19:20:00,1.2747000000,1.2300750000,0.1530950000,1.3831700000,4248.6928000000,0.0000000000,4346.7314453125,0.0000000000,852.6290000000,33.2267408854,33.2267408854,0.0000000000,0.0000000000,0.0000000000,674.8887257812,0.0000000000,0.0000000000,7946.0886286989,7196.2122667198,42.3541266066,0.0000000000,0.0000000000,42.3541266066
4-2,2025-02-23,116,19:20-19:30,2025-02-23 00:00:00,0,2025-02-23 19:30:00,1.3258000000,1.1824767857,0.1672492857,1.3497260714,4446.1700000000,0.0000000000,4319.3295898438,0.0000000000,924.6966666667,40.6710427517,40.6710427517,0.0000000000,0.0000000000,0.0000000000,700.3572905816,0.0000000000,0.0000000000,7196.2122667198,6418.0374994069,53.9216684803,0.0000000000,0.0000000000,53.9216684803
4-2,2025-02-23,117,19:30-19:40,2025-02-23 00:00:00,0,2025-02-23 19:40:00,1.2925000000,1.1945267857,0.1780107143,1.3725375000,4486.9072000000,0.0000000000,4352.5639648438,0.0000000000,1176.2140000000,88.1296608073,88.1296608073,0.0000000000,0.0000000000,0.0000000000,659.6882058594,0.0000000000,0.0000000000,6418.0374994069,5685.0506040076,113.9075865934,0.0000000000,0.0000000000,113.9075865934
4-2,2025-02-23,118,19:40-19:50,2025-02-23 00:00:00,0,2025-02-23 19:50:00,1.2457000000,1.2094017857,0.1678257143,1.3772275000,4415.7250000000,0.0000000000,4367.5068359375,0.0000000000,1164.6786666667,88.6975837674,88.6975837674,0.0000000000,0.0000000000,0.0000000000,647.2565828993,0.0000000000,0.0000000000,5685.0506040076,4965.8766230083,110.4905800990,0.0000000000,0.0000000000,110.4905800990
4-2,2025-02-23,119,19:50-20:00,2025-02-23 00:00:00,0,2025-02-23 20:00:00,1.2394000000,1.2063375000,0.1683550000,1.3746925000,4363.7300000000,0.0000000000,4331.8510742188,0.0000000000,858.2933333333,31.6907345920,31.6907345920,0.0000000000,0.0000000000,0.0000000000,695.5975987413,0.0000000000,0.0000000000,4965.8766230083,4192.9904021847,39.2774964533,0.0000000000,0.0000000000,39.2774964533
4-2,2025-02-23,120,20:00-20:10,2025-02-23 00:00:00,0,2025-02-23 20:10:00,1.2604000000,1.2143125000,0.1645275000,1.3788400000,4399.7820000000,0.0000000000,4351.1777343750,0.0000000000,786.9341666667,23.0186501736,23.0186501736,0.0000000000,0.0000000000,0.0000000000,710.2783498264,0.0000000000,0.0000000000,4192.9904021847,3403.7922357109,29.0127066788,0.0000000000,0.0000000000,29.0127066788
4-2,2025-02-23,121,20:10-20:20,2025-02-23 00:00:00,0,2025-02-23 20:20:00,1.2553000000,1.1832410714,0.1627410714,1.3459821429,4384.8817000000,0.0000000000,4317.5610351562,0.0000000000,1107.4810666667,70.8403503038,70.8403503038,0.0000000000,0.0000000000,0.0000000000,659.9732663628,0.0000000000,0.0000000000,3403.7922357109,2670.4886064188,88.9258917364,0.0000000000,0.0000000000,88.9258917364
4-2,2025-02-23,122,20:20-20:30,2025-02-23 00:00:00,0,2025-02-23 20:30:00,1.2598000000,1.1624732143,0.1455257143,1.3079989286,4342.7700000000,0.0000000000,4182.4086914062,0.0000000000,1442.7300000000,151.2205430122,151.2205430122,0.0000000000,0.0000000000,0.0000000000,572.5744569878,0.0000000000,0.0000000000,2670.4886064188,2034.2947653212,190.5076400867,0.0000000000,0.0000000000,190.5076400867
4-2,2025-02-23,123,20:30-20:40,2025-02-23 00:00:00,0,2025-02-23 20:40:00,1.3211000000,1.2310964286,0.1496664286,1.3807628571,4395.6994000000,0.0000000000,4303.3662109375,0.0000000000,1221.1651666667,87.4218962674,87.4218962674,0.0000000000,0.0000000000,0.0000000000,645.1946703993,0.0000000000,0.0000000000,2034.2947653212,1317.4117982109,115.4930671588,0.0000000000,0.0000000000,115.4930671588
4-2,2025-02-23,124,20:40-20:50,2025-02-23 00:00:00,0,2025-02-23 20:50:00,1.1604000000,1.1233517857,0.1173917857,1.2407435714,4229.7441000000,0.0000000000,4279.1743164062,0.0000000000,837.9234333333,649.3220971788,649.3220971788,0.0000000000,0.0000000000,0.0000000000,55.6352528212,0.0000000000,0.0000000000,1317.4117982109,1255.5948506318,753.4733615663,0.0000000000,0.0000000000,753.4733615663
4-2,2025-02-23,125,20:50-21:00,2025-02-23 00:00:00,0,2025-02-23 21:00:00,0.8871000000,0.9043339286,0.0628835714,0.9672175000,4062.1600000000,0.0000000000,4207.3847656250,0.0000000000,752.9866666667,747.8411440651,747.8411440651,0.0000000000,0.0000000000,70.8144773984,0.0000000000,0.0000000000,0.0000000000,1255.5948506318,1319.3278802904,663.4098789001,0.0000000000,0.0000000000,663.4098789001
4-2,2025-02-23,126,21:00-21:10,2025-02-23 00:00:00,0,2025-02-23 21:10:00,0.9092000000,0.9102160714,0.0483060714,0.9585221429,4415.2820000000,0.0000000000,4278.4790039062,0.0000000000,1064.4497333333,736.6024128595,736.6024128595,0.0000000000,0.0000000000,0.7220795262,0.0000000000,0.0000000000,0.0000000000,1319.3278802904,1319.9777518640,669.7189137719,0.0000000000,0.0000000000,669.7189137719
4-2,2025-02-23,127,21:10-21:20,2025-02-23 00:00:00,0,2025-02-23 21:20:00,0.9619000000,0.9043892857,0.0412557143,0.9456450000,4508.4584000000,0.0000000000,4264.7192382812,0.0000000000,1178.7694666667,710.7865397135,710.7865397135,0.0000000000,0.0000000000,0.0000000000,40.6231936198,0.0000000000,0.0000000000,1319.9777518640,1274.8408700642,683.7055725505,0.0000000000,0.0000000000,683.7055725505
4-2,2025-02-23,128,21:20-21:30,2025-02-23 00:00:00,0,2025-02-23 21:30:00,0.9494000000,0.8744232143,0.0535857143,0.9280089286,4298.3600000000,0.0000000000,4296.1523437500,0.0000000000,1000.0533333333,716.0253906250,716.0253906250,0.0000000000,0.0000000000,0.0000000000,0.3679427083,0.0000000000,0.0000000000,1274.8408700642,1274.4320448327,679.7945058594,0.0000000000,0.0000000000,679.7945058594
4-2,2025-02-23,129,21:30-21:40,2025-02-23 00:00:00,0,2025-02-23 21:40:00,0.9959000000,0.9994785714,0.0608685714,1.0603471429,4437.4575000000,0.0000000000,4350.2446289062,0.0000000000,954.8234000000,687.7164270399,687.7164270399,0.0000000000,0.0000000000,0.0000000000,51.8598229601,0.0000000000,0.0000000000,1274.4320448327,1216.8100193215,684.8967896891,0.0000000000,0.0000000000,684.8967896891
4-2,2025-02-23,130,21:40-21:50,2025-02-23 00:00:00,0,2025-02-23 21:50:00,0.7646000000,0.7732285714,0.0382114286,0.8114400000,4133.2173000000,0.0000000000,3894.1447753906,0.0000000000,892.8764000000,638.6996292318,638.6996292318,0.0000000000,0.0000000000,0.0000000000,15.1290173894,35.0409033789,0.0000000000,1216.8100193215,1200.0000000000,488.3497365106,0.0000000000,133.9613736174,622.3111101280
4-2,2025-02-23,131,21:50-22:00,2025-02-23 00:00:00,0,2025-02-23 22:00:00,0.3900000000,0.3294392857,0.0512042857,0.3806435714,3410.2700000000,0.0000000000,3387.8532714844,0.0000000000,691.6266666667,1397.9755452474,1397.9755452474,0.0000000000,0.0000000000,829.5972119141,0.0000000000,0.0000000000,0.0000000000,1200.0000000000,1946.6374907227,545.2104626465,0.0000000000,0.0000000000,545.2104626465
4-2,2025-02-23,132,22:00-22:10,2025-02-23 00:00:00,0,2025-02-23 22:10:00,0.3868000000,0.3446375000,0.0614950000,0.4061325000,3204.6159000000,0.0000000000,3322.5202636719,0.0000000000,465.2140666667,1387.0867106120,1387.0867106120,0.0000000000,0.0000000000,833.3333333333,0.0000000000,0.0000000000,19.6507272786,1946.6374907227,2696.6374907227,536.5251396647,0.0000000000,0.0000000000,536.5251396647
4-2,2025-02-23,133,22:10-22:20,2025-02-23 00:00:00,0,2025-02-23 22:20:00,0.4444000000,0.4225785714,0.0535414286,0.4761200000,3337.9124000000,0.0000000000,3419.0305175781,0.0000000000,536.0911666667,719.4523290614,719.4523290614,0.0000000000,0.0000000000,163.1335957280,0.0000000000,0.0000000000,0.0000000000,2696.6374907227,2843.4577268779,319.7246150349,0.0000000000,0.0000000000,319.7246150349
4-2,2025-02-23,134,22:20-22:30,2025-02-23 00:00:00,0,2025-02-23 22:30:00,0.3950000000,0.3724875000,0.0802100000,0.4526975000,3360.1400000000,0.0000000000,3327.1499023438,0.0000000000,671.1700000000,1387.8583170573,1387.8583170573,0.0000000000,0.0000000000,827.8349837240,0.0000000000,0.0000000000,0.0000000000,2843.4577268779,3588.5092122295,548.2040352376,0.0000000000,0.0000000000,548.2040352376
4-2,2025-02-23,135,22:30-22:40,2025-02-23 00:00:00,0,2025-02-23 22:40:00,0.3901000000,0.4091500000,0.0600750000,0.4692250000,3058.3791000000,0.0000000000,3282.7138671875,0.0000000000,733.2916666667,1380.4523111979,1380.4523111979,0.0000000000,0.0000000000,833.3333333333,0.0000000000,0.0000000000,37.3891278646,3588.5092122295,4338.5092122295,538.5144465983,0.0000000000,0.0000000000,538.5144465983
4-2,2025-02-23,136,22:40-22:50,2025-02-23 00:00:00,0,2025-02-23 22:50:00,0.4305000000,0.4471517857,0.0597942857,0.5069460714,3051.9814000000,0.0000000000,3346.5380859375,0.0000000000,651.5321666667,557.7563476562,557.7563476562,0.0000000000,0.0000000000,49.0927809896,0.0000000000,0.0000000000,0.0000000000,4338.5092122295,4382.6927151201,240.1141076660,0.0000000000,0.0000000000,240.1141076660
4-2,2025-02-23,137,22:50-23:00,2025-02-23 00:00:00,0,2025-02-23 23:00:00,0.4560000000,0.4306767857,0.0651807143,0.4958575000,3345.1100000000,0.0000000000,3413.8796386719,0.0000000000,701.2500000000,568.9799397786,568.9799397786,0.0000000000,0.0000000000,11.4616064453,0.0000000000,0.0000000000,0.0000000000,4382.6927151201,4393.0081609209,259.4548525391,0.0000000000,0.0000000000,259.4548525391
4-2,2025-02-23,138,23:00-23:10,2025-02-23 00:00:00,0,2025-02-23 23:10:00,0.4214000000,0.4091089286,0.0530864286,0.4621953571,3353.7879000000,0.0000000000,3433.8872070312,0.0000000000,768.3709000000,1405.6478678385,1405.6478678385,0.0000000000,0.0000000000,833.3333333333,0.0000000000,0.0000000000,13.3498845052,4393.0081609209,5143.0081609209,592.3400115072,0.0000000000,0.0000000000,592.3400115072
4-2,2025-02-23,139,23:10-23:20,2025-02-23 00:00:00,0,2025-02-23 23:20:00,0.4148000000,0.4117267857,0.0466457143,0.4583725000,3410.0531000000,0.0000000000,3427.1079101562,0.0000000000,627.9295000000,1404.5179850260,1404.5179850260,0.0000000000,0.0000000000,833.3333333333,0.0000000000,0.0000000000,2.8424683594,5143.0081609209,5893.0081609209,582.5940601888,0.0000000000,0.0000000000,582.5940601888
4-2,2025-02-23,140,23:20-23:30,2025-02-23 00:00:00,0,2025-02-23 23:30:00,0.4442000000,0.4289910714,0.0535960714,0.4825871429,3547.7000000000,0.0000000000,3438.9943847656,0.0000000000,366.0233333333,573.1657307943,573.1657307943,0.0000000000,0.0000000000,0.0000000000,18.1176025391,0.0000000000,0.0000000000,5893.0081609209,5872.8774914330,254.6002176188,0.0000000000,0.0000000000,254.6002176188
4-2,2025-02-23,141,23:30-23:40,2025-02-23 00:00:00,0,2025-02-23 23:40:00,0.4312000000,0.4306285714,0.0457085714,0.4763371429,3428.7737000000,0.0000000000,3474.4143066406,0.0000000000,313.7241000000,579.0690511068,579.0690511068,0.0000000000,0.0000000000,7.6067677734,0.0000000000,0.0000000000,0.0000000000,5872.8774914330,5879.7235824291,249.6945748372,0.0000000000,0.0000000000,249.6945748372
